occurrence_no,collection_no,identified_name,identified_rank,accepted_name,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,taxon_environment,diet,composition,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
117266,9070,Cynodictis lacustris,species,Cynodictis lacustris,Late Eocene,,37.2,33.9,11154,Chordata,Mammalia,Carnivora,Canidae,Cynodictis,,,terrestrial,"carnivore, omnivore",phosphatic,-1.0856,50.6772,UK,England,,stated in text,4,outcrop,"Howgate Bay, southern end (National Grid Reference SZ 647868)"
137493,11601,n. gen. Enaliarctos n. sp. mealsi,species,Enaliarctos mealsi,Chattian,,28.1,23.03,4383,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Enaliarctos,14,specimens,coastal,carnivore,hydroxyapatite,-118.848335,35.492779,US,California,Kern,based on nearby landmark,seconds,local area,"low hills in a northwest southeast trending belt between the Sierra Nevada and the area of the city of Bakersfield; LACM 1626 is in the ""center of SE1/4 of Sect 15, T 28 S, R 29 E"" (Howard 1969: basis of coordinate)"
137495,11601,Pinnarctidion bishopi,species,Pinnarctidion bishopi,Chattian,,28.1,23.03,4175,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Pinnarctidion,2,specimens,coastal,carnivore,hydroxyapatite,-118.848335,35.492779,US,California,Kern,based on nearby landmark,seconds,local area,"low hills in a northwest southeast trending belt between the Sierra Nevada and the area of the city of Bakersfield; LACM 1626 is in the ""center of SE1/4 of Sect 15, T 28 S, R 29 E"" (Howard 1969: basis of coordinate)"
138737,11798,Indarctos sinensis,species,Indarctos atticus,Turolian,,8.7,5.333,11437,Chordata,Mammalia,Carnivora,Ursidae,Indarctos,,,terrestrial,"herbivore, carnivore",phosphatic,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D."
138738,11798,Protursus sp.,genus,Protursus,Turolian,,8.7,5.333,11437,Chordata,Mammalia,Carnivora,Ailuridae,Protursus,,,terrestrial,"carnivore, omnivore",phosphatic,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D."
138739,11798,Ursinae indet.,subfamily,Ursinae,Turolian,,8.7,5.333,10885,Chordata,Mammalia,Carnivora,Ursidae,,,,terrestrial,"herbivore, carnivore",phosphatic,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D."
138740,11798,Proputorius lufengensis,species,Proputorius,Turolian,,8.7,5.333,11437,Chordata,Mammalia,Carnivora,Mustelidae,Proputorius,,,terrestrial,"carnivore, omnivore",phosphatic,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D."
138741,11798,Sivaonyx bathygnathus,species,Sivaonyx,Turolian,,8.7,5.333,11437,Chordata,Mammalia,Carnivora,Mustelidae,Sivaonyx,,,terrestrial,"carnivore, omnivore",phosphatic,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D."
138742,11798,Lutra sp.,genus,Lutra,Turolian,,8.7,5.333,11437,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,,,terrestrial,"carnivore, omnivore",phosphatic,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D."
138743,11798,Ictitherium gaudryi,species,Ictitherium,Turolian,,8.7,5.333,11437,Chordata,Mammalia,Carnivora,Hyaenidae,Ictitherium,,,terrestrial,carnivore,phosphatic,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D."
138744,11798,Viverrinae indet.,subfamily,Viverrinae,Turolian,,8.7,5.333,11437,Chordata,Mammalia,Carnivora,Viverridae,,,,terrestrial,"carnivore, insectivore",phosphatic,102.066666,25.016666,CN,Yunnan,Lufeng,stated in text,minutes,outcrop,"Located about 9 km north of Lufeng, at the southern side of Miaoshanpo-Mountain; IVPP-Point 75033, called section D."
138826,11799,Machaerodus sp.,genus,Drepanodon,Late Miocene,Early Pliocene,11.608,3.6,4198,Chordata,Mammalia,Carnivora,Felidae,Drepanodon,,,terrestrial,carnivore,phosphatic,32.866669,39.933334,TR,,,based on nearby landmark,minutes,local area,10 km southwest of Kucuk Yozgat village 40 km east of Ankara\r\nLat/Long given for Ankara
147936,13061,n. gen. Atopotarus n. sp. courseni,species,Atopotarus courseni,Late Hemingfordian,Early Barstovian,20.43,13.6,4342,Chordata,Mammalia,Carnivora,Allodesminae,Atopotarus,,,marine,carnivore,hydroxyapatite,-118.339996,33.772999,US,California,Los Angeles,,3,small collection,"Garden walk of Mr. and Mrs. Walter H. Coursen, Jr., 3 Meadowlark Lane, Rolling Hills, CA. directly west of hill 443 and north & degrees west of hill 918 (see Woodring, et al., 1946, geol. map)."
149438,13192,Allodesmus kernensis,species,Allodesmus kernensis,Langhian,,15.97,13.82,4384,Chordata,Mammalia,Carnivora,Allodesminae,Allodesmus,,,marine,carnivore,hydroxyapatite,-118.985001,35.386112,US,California,Kern,based on political unit,seconds,outcrop,"Kern River, Miocene, 1 mi west of Kern River, 4 miles above oil city, Sec. 28, T 28 S, R 28 E "
150059,13293,Lynx sp.,genus,Lynx,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Felidae,Lynx,,,terrestrial,carnivore,phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150060,13293,Panthera pardus,species,Panthera pardus,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Felidae,Panthera,,,terrestrial,carnivore,phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150061,13293,Panthera tigris,species,Panthera tigris,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Felidae,Panthera,,,terrestrial,carnivore,phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150062,13293,Crocuta crocuta,species,Crocuta crocuta,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150063,13293,Paguma larvata,species,Paguma larvata,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Viverridae,Paguma,,,terrestrial,omnivore,phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150064,13293,Herpestes cf. urva,species,Herpestes urva,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Herpestidae,Herpestes,,,terrestrial,"insectivore, carnivore",phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150065,13293,Viverra cf. zibetha,species,Viverra zibetha,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Viverridae,Viverra,,,terrestrial,"carnivore, omnivore",phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150066,13293,Lutra cf. lutra,species,Lutra lutra,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Mustelidae,Lutra,,,terrestrial,"carnivore, omnivore",phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150067,13293,Arctonyx collaris,species,Arctonyx collaris,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Mustelidae,Arctonyx,,,terrestrial,"carnivore, omnivore",phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150068,13293,Ursus thibetanus,species,Ursus thibetanus,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150069,13293,Ailuropoda melanoleuca,species,Ailuropoda melanoleuca,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Ursidae,Ailuropoda,,,terrestrial,"herbivore, carnivore",phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150070,13293,Cuon sp.,genus,Cuon,Middle Pleistocene,Late Pleistocene,0.781,0.0117,4412,Chordata,Mammalia,Carnivora,Canidae,Cuon,,,terrestrial,carnivore,phosphatic,111.566666,22.766666,CN,Guangdong,Luoding,based on nearby landmark,minutes,small collection,"Xiashan Cave, Xiashan River Valley, at the western side of Dayunwu Mountain, 4 km from the Capital of Pingtang District (Southwest of Luoding). Lat long is for Luoding.\n"
150891,13456,Panthera cf. leo,species,Panthera leo,Late Pleistocene,Holocene,0.126,0,6077,Chordata,Mammalia,Carnivora,Felidae,Panthera,,,terrestrial,carnivore,phosphatic,87,23.5,IN,West Bengal,Bankura District,estimated from map,minutes,basin,Geologic and paleontologic reconnaissance of Pleistocene River terraces for a set of basins in western India
150892,13456,Crocuta cf. sivalensis,species,Crocuta sivalensis,Late Pleistocene,Holocene,0.126,0,11349,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,87,23.5,IN,West Bengal,Bankura District,estimated from map,minutes,basin,Geologic and paleontologic reconnaissance of Pleistocene River terraces for a set of basins in western India
150922,13472,Amphicyon palaeindicus,species,Amphicyon,Middle Miocene,,15.97,11.608,6080,Chordata,Mammalia,Carnivora,Amphicyonidae,Amphicyon,,,terrestrial,carnivore,phosphatic,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype
150923,13472,Crocuta carnifex,species,Crocuta,Middle Miocene,,15.97,11.608,6080,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,72.366669,32.683334,PK,Punjab,,stated in text,minutes,local area,Chinji Formation Stratotype
150954,13473,Amphicyon palaeindicus,species,Amphicyon,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Amphicyonidae,Amphicyon,,,terrestrial,carnivore,phosphatic,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype
150956,13473,Crocuta carnifex,species,Crocuta,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype
150957,13473,Crocuta gigantea,species,Crocuta,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype
150958,13473,Crocuta sp.,genus,Crocuta,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype
150959,13473,Vinayakia nocturna,species,Vinayakia,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Felidae,Vinayakia,,,terrestrial,carnivore,phosphatic,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype
150960,13473,Megantereon praecox,species,Megantereon,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Felidae,Megantereon,,,terrestrial,carnivore,phosphatic,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype
150961,13473,Felidae indet.,family,Felidae,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Felidae,,,,terrestrial,carnivore,phosphatic,72.5,32.766666,PK,Punjab,,stated in text,minutes,local area,Nagri Formation Stratotype
151009,13474,Crocuta carnifex,species,Crocuta,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,72.51667,33.633331,PK,Punjab,,stated in text,minutes,local area,Dhok Pathan Formation Stratotype 
151010,13474,Crocuta gigantea,species,Crocuta,Late Miocene,,11.608,5.333,6080,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,,,terrestrial,carnivore,phosphatic,72.51667,33.633331,PK,Punjab,,stated in text,minutes,local area,Dhok Pathan Formation Stratotype 
151036,13477,Ictitherium sp.,genus,Ictitherium,Late Miocene,,11.608,5.333,6093,Chordata,Mammalia,Carnivora,Hyaenidae,Ictitherium,,,terrestrial,carnivore,phosphatic,115,41,CN,Shanxi,,based on nearby landmark,degrees,,"Unkown, but from the Shansi Province, collection bought off of the Provincial Medical Company of Heilungkiand, Harbin. Probably from Paote district of NW Shansi, based on ""nature of matrix"" on fossils"
151049,13481,Carnivora indet.,order,Carnivora,Miocene,,23.03,5.333,6101,Chordata,Mammalia,Carnivora,,,,,terrestrial,"carnivore, omnivore",phosphatic,82.133301,49.333302,KZ,Kalba,,based on nearby landmark,4,outcrop,Makovka locality located 5 km from the village of Makovka on the left side of the Uzunbulak River. Lat Long for Makovka Village
153693,13907,Felis n. sp. vorohuensis,species,Leopardus vorohuensis,Uquian,,3,1.2,6166,Chordata,Mammalia,Carnivora,Felidae,Leopardus,1,individuals,terrestrial,carnivore,phosphatic,-57.549999,-38,AR,Buenos Aires,,based on political unit,seconds,local area,"15 km N Mar del Plata, ""partido Mar Chiquita"", Buenos Aires Province, Argentina"
154618,13738,Panthera tigris,species,Panthera tigris,Holocene,,0.0117,0,6145,Chordata,Mammalia,Carnivora,Felidae,Panthera,1,specimens,terrestrial,carnivore,phosphatic,116.150002,-8.6333,ID,Java,,based on nearby landmark,4,,From the Wajak (Wadjak) Cave site discovered in 1888 south of Kediri in East Java. The site has since been destroyed by local marble mining industry. Lat/Long Given for the town of Kediri.
157954,13998,Hyena eximia,species,Adcrocuta,Late Miocene,,11.608,5.333,6183,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Adcrocuta,,,terrestrial,"carnivore, omnivore",phosphatic,37.599998,39.383301,TR,Mugla,,based on nearby landmark,4,local area,
157955,13998,Ictitherium cf. hipparionum,species,Ictitherium,Late Miocene,,11.608,5.333,6183,Chordata,Mammalia,Carnivora,Hyaenidae,Ictitherium,,,terrestrial,carnivore,phosphatic,37.599998,39.383301,TR,Mugla,,based on nearby landmark,4,local area,
164284,14768,Ravenictis n. sp. krausei,species,Ravenictis krausei,Puercan,,66,63.3,1542,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Ravenictis,,,terrestrial,"carnivore, omnivore",phosphatic,-109.199997,49.5,CA,Saskatchewan,,based on nearby landmark,1,small collection,3.5 km WNW of Ravenscrag
165126,14887,Carnivora indet.,order,Carnivora,Puercan,,66,63.3,3646,Chordata,Mammalia,Carnivora,,,,,terrestrial,"carnivore, omnivore",phosphatic,-103.550003,29.283333,US,Texas,Brewster,based on political unit,minutes,,"Big Bend National Park, ""near Dawson Creek"" (basis of coordinate) according to Lofgren et al. 2005"
165362,14906,Ictidopappus n. sp. mustelinus,species,Ictidopappus mustelinus,Torrejonian,,63.3,61.7,2953,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Ictidopappus,,,terrestrial,"carnivore, omnivore",phosphatic,-109.800003,45.799999,US,Montana,Sweetgrass,based on political unit,1,small collection,Crazy Mountain Basin
165555,14931,Miacidae indet.,family,Miacidae,Tiffanian,,61.7,56.8,1929,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-101.800003,46.700001,US,North Dakota,Grant,based on political unit,1,,
165688,14939,Pristinictis n. sp. connata,species,Pristinictis connata,Ti1,,61.7,56.8,1542,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Pristinictis,,,terrestrial,"carnivore, omnivore",phosphatic,-114.433334,51.183334,CA,Alberta,,stated in text,minutes,outcrop,"0.5 km E of Cochrane, Bow River in SE 1/4 sec 1 T26 R4 W5\n""fossils occur intermittently along about 30 m of strike"" (Fox 2011)"
165919,14962,Viverravinae indet.,subfamily,Viverravinae,Tiffanian,,61.7,56.8,1929,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-101.5,46.900002,US,North Dakota,Morton,based on political unit,1,,
165920,14962,Miacidae indet.,family,Miacidae,Tiffanian,,61.7,56.8,1929,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-101.5,46.900002,US,North Dakota,Morton,based on political unit,1,,
166227,14999,Miacidae indet.,family,Miacidae,Tiffanian,,61.7,56.8,6294,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-110.699997,41.799999,US,Wyoming,Lincoln,based on political unit,1,,Fossil Basin
166463,15032,Viverravinae indet.,subfamily,Viverravinae,Tiffanian,,61.7,56.8,3020,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108.914001,44.893299,US,Wyoming,Park,stated in text,4,small collection,NW 1/4 sec 27 T57N R100W: Rose 1979
166598,15048,Carnivora indet.,order,Carnivora,Tiffanian,,61.7,56.8,6294,Chordata,Mammalia,Carnivora,,,,,terrestrial,"carnivore, omnivore",phosphatic,-105.599998,45.400002,US,Montana,Powder River,based on political unit,1,small collection,Powder River Basin
166636,15049,Viverravinae indet.,subfamily,Viverravinae,Tiffanian,,61.7,56.8,2953,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108.934402,44.907501,US,Wyoming,Park,stated in text,4,small collection,"sec 21 T57N R100W, Big Horn Basin: Gilmore 1942, repeated by Estes 1975"
167763,15220,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-107.900002,40,US,Colorado,Rio Blanco,based on political unit,1,small collection,White River Region
167934,15262,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-107.599998,39.700001,US,Colorado,Garfield,based on political unit,1,small collection,Roan Cliffs Region
167995,15278,Miacis latidens,species,Miacis latidens,Wasatchian,,55.8,50.3,2078,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-107.599998,39.700001,US,Colorado,Garfield,based on political unit,1,small collection,Roan Cliffs Region
168008,15282,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,2078,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-107.599998,39.700001,US,Colorado,Garfield,based on political unit,1,small collection,Roan Cliffs Region
168038,15293,Miacis latidens,species,Miacis latidens,Wasatchian,,55.8,50.3,2078,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-107.599998,39.700001,US,Colorado,Garfield,based on political unit,1,small collection,Roan Cliffs Region
168123,15328,Vulpavus cf. australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,2078,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-107.599998,39.700001,US,Colorado,Garfield,based on political unit,1,small collection,Roan Cliffs Region
168399,15393,Miacis latidens,species,Miacis latidens,Wasatchian,,55.8,50.3,2078,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-107.599998,39.700001,US,Colorado,Garfield,based on political unit,1,small collection,Mamm Creek Region
168417,15401,Miacis latidens,species,Miacis latidens,Wasatchian,,55.8,50.3,2078,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108.199997,39.200001,US,Colorado,Mesa,based on political unit,1,small collection,Mamm Creek Region
168452,15413,Vulpavus cf. australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,2078,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-107.599998,39.700001,US,Colorado,Garfield,based on political unit,1,small collection,Mamm Creek Region
168453,15413,Vulpavus canavus,species,Vulpavus canavus,Wasatchian,,55.8,50.3,2078,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-107.599998,39.700001,US,Colorado,Garfield,based on political unit,1,small collection,Mamm Creek Region
168494,15423,Uintacyon edax,species,Miacis edax,Bridgerian,,50.3,46.2,2078,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108.199997,39.200001,US,Colorado,Mesa,based on political unit,1,small collection,Mamm Creek Region
168652,15450,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,2528,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108.099998,40.599998,US,Colorado,Moffat,based on political unit,1,small collection,
168680,15451,Miacidae indet.,family,Miacidae,Lysitean,Lostcabinian,55.8,50.3,3018,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,"Bitter Creek area, Washakie Basin"
168726,15455,cf. Vulpavus sp.,genus,Vulpavus,Wasatchian,,55.8,50.3,1618,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-109,41.700001,US,Wyoming,Sweetwater,based on political unit,1,,Washakie Basin
168815,15468,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,1333,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-106.599998,44,US,Wyoming,Johnson,based on political unit,1,small collection,Laramie Basin
168835,15472,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,1333,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-106.599998,44,US,Wyoming,Johnson,based on political unit,1,small collection,Laramie Basin
168866,15479,Vulpavus australis,species,Vulpavus australis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-107,41.799999,US,Wyoming,Carbon,based on political unit,1,small collection,Washakie Basin
168900,15480,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,2528,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108.099998,40.599998,US,Colorado,Moffat,based on political unit,1,small collection,
168955,15485,Miacis exiguus,species,Miacis exiguus,Wasatchian,,55.8,50.3,2528,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108.099998,40.599998,US,Colorado,Moffat,based on political unit,1,small collection,
168968,15486,Miacis latidens,species,Miacis latidens,Wasatchian,,55.8,50.3,3596,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,small collection,
168969,15486,Vulpavus sp.,genus,Vulpavus,Wasatchian,,55.8,50.3,3596,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Vulpavus,,,terrestrial,"carnivore, omnivore",phosphatic,-110.099998,42.700001,US,Wyoming,Sublette,based on political unit,1,small collection,
169032,15491,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,,"5 mi E of Worland, SE Bighorn Basin"
169083,15493,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,SE Bighorn Basin
169084,15493,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,2953,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,small collection,SE Bighorn Basin
169160,15504,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,,SE Bighorn Basin
169363,15513,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
169418,15515,Miacidae indet.,family,Miacidae,Wasatchian,,55.8,50.3,2953,Chordata,Mammalia,Carnivora,Miacidae,,,,terrestrial,carnivore,phosphatic,-108,44,US,Wyoming,Washakie,based on political unit,1,,SE Bighorn Basin
169444,15516,Miacis sp.,genus,Miacis,Wasatchian,,55.8,50.3,6294,Chordata,Mammalia,Carnivora,Miacidae,Miacis,,,terrestrial,carnivore,phosphatic,-108,44.5,US,Wyoming,Big Horn,based on political unit,1,small collection,
