occurrence_no,collection_no,identified_name,identified_rank,accepted_name,early_interval,late_interval,max_ma,min_ma,reference_no,phylum,class,order,family,genus,abund_value,abund_unit,taxon_environment,diet,composition,lng,lat,cc,state,county,latlng_basis,latlng_precision,geogscale,geogcomments
899896,100351,Monachus tropicalis,species,Neomonachus tropicalis,Holocene,,0.0117,0,34444,Chordata,Mammalia,Carnivora,Phocidae,Neomonachus,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,-97.48333,27.833332,US,Texas,Nueces,stated in text,minutes,,
899898,100353,Monachus tropicalis,species,Neomonachus tropicalis,Holocene,,0.0117,0,34444,Chordata,Mammalia,Carnivora,Phocidae,Neomonachus,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,-64.433334,18.35,US,Virgin Islands,Saint John,stated in text,minutes,,
901210,100658,Phocidae indet.,family,Phocidae,Nukumaruan,,2.4,1.63,29570,Chordata,Mammalia,Carnivora,Phocidae,,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,177.78334,-38.400002,NZ,,,estimated from map,minutes,,"near Waipunga, Hawke's Bay"
901709,101021,Eumetopias n. sp. ojiyaensis,species,Eumetopias,Piacenzian,,3.6,2.588,34517,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,1,specimens,marine,piscivore,hydroxyapatite,138.809448,37.285831,JP,Niigata,,stated in text,seconds,outcrop,
902255,101096,Imagotariinae indet.,subfamily,Imagotariinae,Langhian,,15.97,13.82,34544,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,,1,specimens,marine,carnivore,hydroxyapatite,139.343887,36.021667,JP,Saitama,Higashimatsuyama,stated in text,seconds,,2.4 km southeast from the Musashi-Ranzan station of the Tobu-Tojyo Line and about 3.9 km west of the Higashimatsuyama Interchange of the Kan-Etsu Espressway
906210,101827,cf. Neotherium sp.,genus,Neotherium,Middle Miocene,,15.97,11.608,34632,Chordata,Mammalia,Carnivora,Odobenidae,Neotherium,1,specimens,marine,insectivore,hydroxyapatite,138.983337,36.25,JP,Gunma,,estimated from map,minutes,,
906218,101829,Enaliarctinae indet.,family,Enaliarctidae,Burdigalian,,20.44,15.97,26994,Chordata,Mammalia,Carnivora,Enaliarctidae,,2,specimens,coastal,carnivore,hydroxyapatite,137.082779,35.520557,JP,Gifu,Akeyo-cho,estimated from map,seconds,,exact coordinate unknown: coordinates are for Mizunami City
906220,55920,Otariidae indet.,family,Otariidae,Middle Miocene,,15.97,11.608,26994,Chordata,Mammalia,Carnivora,Otariidae,,4,specimens,marine,piscivore,hydroxyapatite,137.082779,35.520557,JP,Gifu,,estimated from map,seconds,,
906221,55920,Enaliarctinae indet.,family,Enaliarctidae,Middle Miocene,,15.97,11.608,26994,Chordata,Mammalia,Carnivora,Enaliarctidae,,1,specimens,coastal,carnivore,hydroxyapatite,137.082779,35.520557,JP,Gifu,,estimated from map,seconds,,
906222,101851,Zalophus n. sp. kimitsensis,species,Zalophus,Middle Pleistocene,,0.781,0.126,34629,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,1,specimens,marine,piscivore,hydroxyapatite,139.625549,35.198612,JP,Chiba,,estimated from map,seconds,,very general coordinates
906268,101856,Odobaenus obesus,species,Odobenus,Pleistocene,,2.588,0.0117,29134,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,1,specimens,marine,insectivore,hydroxyapatite,143.608612,50.944721,RU,Sakhalin,,estimated from map,seconds,,coordinates are extremely approximated
906309,101859,Callorhinus ? sp.,genus,Callorhinus,Pliocene,,5.333,2.588,34626,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,4,specimens,marine,piscivore,hydroxyapatite,140.994446,37.214169,JP,,,,seconds,,
906310,101859,Eumetopias sp.,genus,Eumetopias,Pliocene,,5.333,2.588,34626,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,1,specimens,marine,piscivore,hydroxyapatite,140.994446,37.214169,JP,,,,seconds,,
906500,101897,Canis lupus,species,Canis lupus,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,carnivore,phosphatic,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906501,101897,Ursus arctos,species,Ursus arctos,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906502,101897,Mustela sp.,genus,Mustela,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906503,101897,Panthera tigris,species,Panthera tigris,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Felidae,Panthera,,,terrestrial,carnivore,phosphatic,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906504,101897,Callorhinus ursinus,species,Callorhinus ursinus,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,,,marine,piscivore,hydroxyapatite,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906505,101897,Zalophus californianus,species,Zalophus californianus,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,,,marine,piscivore,hydroxyapatite,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906506,101897,Eumetopias jubatus,species,Eumetopias jubata,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,,,marine,piscivore,hydroxyapatite,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906507,101897,Phoca cf. vitulina,species,Phoca vitulina,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Phocidae,Phoca,,,marine,"piscivore, carnivore",hydroxyapatite,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906508,101897,Phoca cf. largha,species,Phoca largha,Middle Pleistocene,,0.781,0.126,34644,Chordata,Mammalia,Carnivora,Phocidae,Phoca,,,marine,"piscivore, carnivore",hydroxyapatite,141.435501,41.404499,JP,Aomori,,estimated from map,4,,Shimokita Penninsula
906526,101898,Canis lupus,species,Canis lupus,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,carnivore,phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906527,101898,Vulpes vulpes,species,Vulpes vulpes,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,,terrestrial,"carnivore, omnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906528,101898,Ursus arctos,species,Ursus arctos,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906529,101898,Mustela sibirica,species,Mustela sibirica,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906530,101898,Mustela erminea,species,Mustela erminea,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906531,101898,Mustela sp.,genus,Mustela,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906532,101898,Callorhinus ursinus,species,Callorhinus ursinus,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,,,marine,piscivore,hydroxyapatite,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906533,101898,Zalophus californianus,species,Zalophus californianus,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,,,marine,piscivore,hydroxyapatite,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906534,101898,Eumetopias jubatus,species,Eumetopias jubata,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,,,marine,piscivore,hydroxyapatite,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906535,101898,Phoca cf. largha,species,Phoca largha,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Phocidae,Phoca,,,marine,"piscivore, carnivore",hydroxyapatite,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906585,101899,Canis lupus,species,Canis lupus,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Canidae,Canis,,,terrestrial,carnivore,phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906586,101899,Vulpes vulpes,species,Vulpes vulpes,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Canidae,Vulpes,,,terrestrial,"carnivore, omnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906587,101899,Nyctereutes procyonoides,species,Nyctereutes procyonoides,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Canidae,Nyctereutes,,,terrestrial,"omnivore, carnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906588,101899,Ursus arctos,species,Ursus arctos,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Ursidae,Ursus,,,terrestrial,"herbivore, carnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906589,101899,Mustela sibirica,species,Mustela sibirica,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906590,101899,Mustela sp.,genus,Mustela,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Mustelidae,Mustela,,,terrestrial,"carnivore, omnivore",phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906591,101899,Panthera tigris,species,Panthera tigris,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Felidae,Panthera,,,terrestrial,carnivore,phosphatic,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906592,101899,Callorhinus ursinus,species,Callorhinus ursinus,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,,,marine,piscivore,hydroxyapatite,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906593,101899,Zalophus californianus,species,Zalophus californianus,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,,,marine,piscivore,hydroxyapatite,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906594,101899,Eumetopias jubatus,species,Eumetopias jubata,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,,,marine,piscivore,hydroxyapatite,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906595,101899,Phoca cf. largha,species,Phoca largha,Late Pleistocene,,0.126,0.0117,34644,Chordata,Mammalia,Carnivora,Phocidae,Phoca,,,marine,"piscivore, carnivore",hydroxyapatite,141.429001,41.400002,JP,Aomori,,estimated from map,1,,Shimokita Penninsula
906612,101904,Monachus monachus,species,Monachus monachus,Holocene,,0.0117,0,34649,Chordata,Mammalia,Carnivora,Phocidae,Monachus,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,-3.433611,43.451111,ES,Cantabria,,estimated from map,seconds,,
906613,101905,Allodesmus ? sp.,genus,Allodesmus,Middle Miocene,,15.97,11.608,16986,Chordata,Mammalia,Carnivora,Allodesminae,Allodesmus,1,specimens,marine,carnivore,hydroxyapatite,139.882782,36.555,JP,Tochigi,,estimated from map,seconds,,north of Utsunomiya (area of Hachimanyama)
906615,59981,Eumetopias n. sp. kishidai,species,Eumetopias kishidai,Early Pleistocene,,2.588,0.781,34653,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,1,specimens,marine,piscivore,hydroxyapatite,140.083328,35.516666,JP,Chiba,,based on political unit,minutes,,"Megakura, Umegase Valley, Province of Kazusa"
906616,56951,Allodesminae indet.,family,Allodesminae,Serravallian,,13.82,11.62,16986,Chordata,Mammalia,Carnivora,Allodesminae,,1,specimens,marine,carnivore,hydroxyapatite,138.983337,36.25,JP,Gunma,,estimated from map,minutes,,
906617,101906,Eumetopias sp.,genus,Eumetopias,Early Pleistocene,,2.588,0.781,16737,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,1,specimens,marine,piscivore,hydroxyapatite,139.452225,38.155277,JP,Niigata,,estimated from map,seconds,,
906618,101907,Callorhinus gilmorei,species,Callorhinus gilmorei,Piacenzian,,3.6,2.588,34654,Chordata,Mammalia,Carnivora,Otariidae,Callorhinus,1,specimens,marine,piscivore,hydroxyapatite,141.035278,37.371387,JP,,,estimated from map,seconds,,
906805,101961,Daphoenictis tedfordi,species,Daphoenictis tedfordi,Chadronian,,37.2,33.9,1967,Chordata,Mammalia,Carnivora,Amphicyonidae,Daphoenictis,,,terrestrial,carnivore,phosphatic,-109.883331,49.566666,CA,Saskatchewan,,based on nearby landmark,minutes,small collection,"""Conglomerate Creek area, Cypress Hills"" (apparently north of Fort Walsh [basis of coordinate])"
906939,101978,Allodesmus n. sp. naorai,species,Allodesmus naorai,Serravallian,,13.82,11.62,34660,Chordata,Mammalia,Carnivora,Allodesminae,Allodesmus,1,specimens,marine,carnivore,hydroxyapatite,140.46666,36.366669,JP,Ibaraki,,estimated from map,minutes,,
906995,101985,Phocidae indet.,family,Phocidae,Tortonian,,11.62,7.246,34663,Chordata,Mammalia,Carnivora,Phocidae,,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,-64,-42.5,AR,,,estimated from map,minutes,,general coordinates for the Peninsula Valdes
907015,101992,Otariidae indet.,family,Otariidae,Late Pleistocene,,0.126,0.0117,34665,Chordata,Mammalia,Carnivora,Otariidae,,,,marine,piscivore,hydroxyapatite,-91.06694,-0.858611,EC,,,estimated from map,seconds,,coordinates are for the Galapagos Islands in general
907024,51025,Phoca vitulina,species,Phoca vitulina,Late Pleistocene,,0.126,0.0117,34666,Chordata,Mammalia,Carnivora,Phocidae,Phoca,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,-73.452782,44.699444,US,New York,Clinton,estimated from map,seconds,,
907195,45803,Odobenini indet.,tribe,Odobenini,Zanclean,,5.333,3.6,34674,Chordata,Mammalia,Carnivora,Odobenidae,,1,specimens,marine,insectivore,hydroxyapatite,141.881943,43.835835,JP,Hokkaido,,stated in text,seconds,,"underwater river beds of the Horonitachibetsu River, Numbata Town, Hokkaido, Japan"
907200,75426,Odobenini indet.,tribe,Odobenini,Zanclean,,5.333,3.6,34674,Chordata,Mammalia,Carnivora,Odobenidae,,2,specimens,marine,insectivore,hydroxyapatite,140.883331,37.049999,JP,Fukushima,,estimated from map,seconds,,
907225,102037,Odobenini indet.,tribe,Odobenini,Pliocene,,5.333,2.588,34674,Chordata,Mammalia,Carnivora,Odobenidae,,1,specimens,marine,insectivore,hydroxyapatite,140.100006,36.266666,JP,Fukushima,Futaba,estimated from map,minutes,,"Tomioka-cho, Shimokohriyama"
907301,102043,Odobenus sp.,genus,Odobenus,Late Pliocene,,3.6,2.588,34678,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,1,specimens,marine,insectivore,hydroxyapatite,143.866669,42.849998,JP,Hokkaido,Tokachi,estimated from map,minutes,,Urahoro-cho
907328,102046,Odobenus rosmarus,species,Odobenus rosmarus,Middle Pleistocene,,0.781,0.126,34679,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,1,specimens,marine,insectivore,hydroxyapatite,-158.810837,70.845276,US,Alaska,,estimated from map,seconds,,terrace... that forms coastal bluffs from Peard Bay northward past Skull CLiff toward Point Barrow
907329,102047,Odobenus sp.,genus,Odobenus,Pleistocene,,2.588,0.0117,34680,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,1,specimens,marine,insectivore,hydroxyapatite,132.066666,34.883331,JP,,,based on nearby landmark,minutes,local area,
907330,102048,Odobenus sp.,genus,Odobenus,Late Pleistocene,,0.126,0.0117,34680,Chordata,Mammalia,Carnivora,Odobenidae,Odobenus,1,specimens,marine,insectivore,hydroxyapatite,133.25,36.25,JP,Shimane,,estimated from map,3,,off Oki
907331,102049,Zalophus californianus,species,Zalophus californianus,Pleistocene,,2.588,0.0117,16986,Chordata,Mammalia,Carnivora,Otariidae,Zalophus,1,specimens,marine,piscivore,hydroxyapatite,140.321671,41.090279,JP,Akita,Oga,estimated from map,seconds,,"Tayasawa, Wakimoto, Oga City"
907803,102175,Monotherium sp.,genus,Monotherium,Miocene,,23.03,5.333,34712,Chordata,Mammalia,Carnivora,Phocidae,Monotherium,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,6.621944,52.829445,DE,,,estimated from map,seconds,,
907807,65240,Eumetopias sp.,genus,Eumetopias,Middle Pleistocene,,0.781,0.126,34713,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,1,specimens,marine,piscivore,hydroxyapatite,140.147781,35.343887,JP,Chiba,,estimated from map,seconds,,Boso Peninsula
907809,102176,Eumetopias sp.,genus,Eumetopias,Middle Pleistocene,,0.781,0.126,34713,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,1,specimens,marine,piscivore,hydroxyapatite,140.128326,35.304169,JP,Chiba,,estimated from map,seconds,,
907820,102183,Pinnipedia indet.,unranked clade,Pinnipedia,Miocene,Pliocene,23.03,2.588,34719,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,NO_GENUS_SPECIFIED,,,marine,carnivore,hydroxyapatite,-70.966667,-27.633333,CL,,,estimated from map,minutes,,
907831,102184,aff. Thalassoleon mexicanus,species,Thalassoleon mexicanus,Early Pliocene,,5.333,3.6,34720,Chordata,Mammalia,Carnivora,Otariidae,Thalassoleon,1,specimens,marine,piscivore,hydroxyapatite,140.154999,38.774445,JP,Yamagata,,estimated from map,seconds,,
907832,102185,Odobenidae indet.,family,Odobenidae,Late Miocene,Early Pliocene,11.608,3.6,34721,Chordata,Mammalia,Carnivora,Odobenidae,,1,specimens,marine,insectivore,hydroxyapatite,138.447784,36.923332,JP,Nigata,,estimated from map,seconds,,
907833,142513,Phocidae indet.,family,Phocidae,Aquitanian,,23.03,20.44,34723,Chordata,Mammalia,Carnivora,Phocidae,,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,-65.48333,-43.283333,AR,Chubut,,estimated from map,minutes,,coordinate based on Gaiman
908352,55599,Properiptychus argentinus,species,Properiptychus argentinus,Serravallian,,13.82,11.62,34716,Chordata,Mammalia,Carnivora,Phocidae,Properiptychus,1,specimens,marine,"piscivore, carnivore",hydroxyapatite,-60.233334,-31.383333,AR,Entre Rios,,estimated from map,minutes,local area,"the old coordinates were: 33°43' S 59°15' W. New coordinates were estimated from the map, closer to the actual area shown in Schmidt 2015 and Cione et al 2000"
908367,69617,Palaeogale minuta,species,Palaeogale minuta,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Palaeogale,,,terrestrial,"carnivore, omnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908368,69617,Herpestides antiquus,species,Herpestides antiquus,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Herpestides,,,terrestrial,"carnivore, omnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908369,69617,Potamotherium vallentoni,species,Potamotherium vallentoni,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,Mustelidae,Potamotherium,,,terrestrial,"carnivore, omnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908370,69617,Amphictis borbonica,species,Amphictis borbonica,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,Ailuridae,Amphictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908371,69617,Amphictis n. sp. prolongata,species,Amphictis prolongata,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,Ailuridae,Amphictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908372,69617,Amphictis schlosseri,species,Amphictis schlosseri,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,Ailuridae,Amphictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908373,69617,Broiliana sp.,genus,Broiliana,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,Procyonidae,Broiliana,,,terrestrial,"frugivore, carnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908374,69617,Angustictis aff. mayri,species,Angustictis mayri,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,Procyonidae,Angustictis,,,terrestrial,"frugivore, carnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908375,69617,Franconictis humilidens,species,Franconictis,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,Mustelidae,Franconictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908376,69617,Franconictis vireti,species,Franconictis vireti,MN 1,,23.03,22.4,34747,Chordata,Mammalia,Carnivora,Mustelidae,Franconictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.3,49.980556,DE,Rhineland-Palatinate,Mainz,based on nearby landmark,seconds,,
908377,69606,Palaeogale minuta,species,Palaeogale minuta,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Palaeogale,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908378,69606,Palaeogale n. sp. praehyaenoides,species,Palaeogale praehyaenoides,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Palaeogale,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908379,69606,Stenogale julieni,species,Viretictis julieni,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Viretictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908380,69606,Proailurus lemanensis,species,Proailurus lemanensis,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Proailurus,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908381,69606,Herpestides antiquus,species,Herpestides antiquus,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Herpestides,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908382,69606,Herpestides n. sp. compactus,species,Herpestides compactus,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,NO_FAMILY_SPECIFIED,Herpestides,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908383,69606,Potamotherium valletoni,species,Potamotherium,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,Mustelidae,Potamotherium,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908384,69606,Amphictis borbonica,species,Amphictis borbonica,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,Ailuridae,Amphictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908385,69606,Amphictis n. sp. prolongata,species,Amphictis prolongata,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,Ailuridae,Amphictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
908386,69606,Amphictis schlosseri,species,Amphictis schlosseri,MN 2,,22.4,20,34747,Chordata,Mammalia,Carnivora,Ailuridae,Amphictis,,,terrestrial,"carnivore, omnivore",phosphatic,8.185833,50.021389,DE,R.-P. and Hesse,,unpublished field data,seconds,local area,"The limestone quarries of Budenheim and the Heßler hill are/were situated on the orographically right and left bank, respectively, of the Rhine river, today within or close to the cities of Mainz and Wiesbaden, respectively. Coordinates are for Budenheim limestone quarry."
